fips,county_name,in_stratmap,vintage_yyyymm,feature_count,prop_id_bad_rate,flags,download_url
48039,Brazoria,True,202503,275131,0.0881,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48039_lp.zip
48041,Brazos,True,202503,74666,0.0014,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48041_lp.zip
48043,Brewster,True,202503,20287,0.1156,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48043_lp.zip
48045,Briscoe,True,202505,4091,0.1,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48045_lp.zip
48047,Brooks,True,202503,5739,0.0718,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48047_lp.zip
48049,Brown,True,202503,31411,0.0008,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48049_lp.zip
48051,Burleson,True,202503,27350,0.0118,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48051_lp.zip
48053,Burnet,True,202503,50138,0.0138,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48053_lp.zip
48055,Caldwell,True,202503,26155,0.0074,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48055_lp.zip
48057,Calhoun,True,202503,22678,0.0009,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48057_lp.zip
48059,Callahan,True,202503,12064,0.0792,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48059_lp.zip
48061,Cameron,True,202507,185069,0.0014,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48061_lp.zip
48063,Camp,True,202503,11652,0.01,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48063_lp.zip
48065,Carson,True,202505,6710,0.0006,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48065_lp.zip
48067,Cass,True,202503,34816,0.0675,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48067_lp.zip
48069,Castro,True,202503,6466,0.0155,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48069_lp.zip
48071,Chambers,True,202505,37551,0.0013,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48071_lp.zip
48073,Cherokee,True,202503,46761,0.0385,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48073_lp.zip
48075,Childress,True,202505,6030,0.0201,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48075_lp.zip
48077,Clay,True,202505,13521,0.0129,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48077_lp.zip
48079,Cochran,True,202503,5735,0.0551,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48079_lp.zip
48081,Coke,True,202503,8271,0.0904,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48081_lp.zip
48083,Coleman,True,202503,12839,0.1277,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48083_lp.zip
48085,Collin,True,202503,387738,0.0009,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48085_lp.zip
48087,Collingsworth,True,202505,5735,0.1665,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48087_lp.zip
48089,Colorado,True,202503,22756,0.0631,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48089_lp.zip
48091,Comal,True,202503,103537,0.0016,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48091_lp.zip
48093,Comanche,True,202503,17581,0.0133,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48093_lp.zip
48095,Concho,True,202503,8034,0.0035,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48095_lp.zip
48097,Cooke,True,202509,33170,0.0,,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48097_lp.zip
48099,Coryell,True,202503,31711,0.0044,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48099_lp.zip
48101,Cottle,True,202505,4374,0.1255,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48101_lp.zip
48103,Crane,True,202505,6913,0.0344,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48103_lp.zip
48105,Crockett,True,202505,9124,0.0044,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48105_lp.zip
48107,Crosby,True,202505,6670,0.0273,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48107_lp.zip
48109,Culberson,True,202505,13333,0.0324,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48109_lp.zip
48111,Dallam,True,202503,6271,0.0354,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48111_lp.zip
48113,Dallas,True,202508,694160,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48113_lp.zip
48115,Dawson,True,202505,9677,0.0505,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48115_lp.zip
48117,Deaf Smith,True,202503,10901,0.0083,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48117_lp.zip
48119,Delta,True,202503,6470,0.055,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48119_lp.zip
48121,Denton,True,202503,353705,0.0016,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48121_lp.zip
48123,DeWitt,True,202505,20802,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48123_lp.zip
48125,Dickens,True,202505,4747,0.0407,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48125_lp.zip
48127,Dimmit,True,202503,15542,0.3913,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48127_lp.zip
48129,Donley,False,,,,NOT_COVERED,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48129_lp.zip
48131,Duval,True,202503,14772,0.0999,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48131_lp.zip
48133,Eastland,True,202505,21448,0.024,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48133_lp.zip
48135,Ector,True,202508,75947,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48135_lp.zip
48137,Edwards,True,202503,9948,0.0214,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48137_lp.zip
48139,Ellis,True,202507,98803,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48139_lp.zip
48141,El Paso,True,202503,407130,0.0122,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48141_lp.zip
48143,Erath,True,202503,24656,0.0249,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48143_lp.zip
48145,Falls,True,202503,18581,0.0425,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48145_lp.zip
48147,Fannin,True,202503,29043,0.0315,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48147_lp.zip
48149,Fayette,True,202503,23884,0.0089,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48149_lp.zip
48151,Fisher,True,202505,6820,0.0194,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48151_lp.zip
48153,Floyd,True,202507,13217,0.4559,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48153_lp.zip
48155,Foard,True,202505,5396,0.0321,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48155_lp.zip
48157,Fort Bend,True,202503,375100,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48157_lp.zip
48159,Franklin,True,202503,16544,0.0093,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48159_lp.zip
48161,Freestone,True,202505,23979,0.0088,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48161_lp.zip
48163,Frio,True,202505,13214,0.0259,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48163_lp.zip
48165,Gaines,True,202503,16580,0.0031,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48165_lp.zip
48167,Galveston,True,202507,188696,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48167_lp.zip
48169,Garza,True,202503,6583,0.0829,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48169_lp.zip
48171,Gillespie,True,202503,32363,0.0094,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48171_lp.zip
48173,Glasscock,True,202503,2988,0.1295,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48173_lp.zip
48175,Goliad,True,202503,10314,0.0307,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48175_lp.zip
48177,Gonzales,True,202505,20420,0.0159,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48177_lp.zip
48179,Gray,True,202503,16252,0.0602,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48179_lp.zip
48181,Grayson,True,202507,89350,0.0017,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48181_lp.zip
48183,Gregg,True,202503,77876,0.0018,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48183_lp.zip
48185,Grimes,True,202503,27711,0.008,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48185_lp.zip
48187,Guadalupe,True,202503,95571,0.0042,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48187_lp.zip
48189,Hale,True,202507,19108,0.0111,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48189_lp.zip
48191,Hall,True,202505,6353,0.0044,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48191_lp.zip
48193,Hamilton,True,202503,14253,0.0333,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48193_lp.zip
48195,Hansford,True,202505,5873,0.0581,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48195_lp.zip
48197,Hardeman,True,202505,6960,0.0106,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48197_lp.zip
48199,Hardin,True,202503,41635,0.0607,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48199_lp.zip
48201,Harris,True,202508,536512,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48201_lp.zip
48203,Harrison,True,202503,50997,0.0062,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48203_lp.zip
48205,Hartley,True,202503,5645,0.0193,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48205_lp.zip
48207,Haskell,True,202505,9397,0.0432,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48207_lp.zip
48209,Hays,True,202503,117427,0.0036,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48209_lp.zip
48211,Hemphill,True,202505,4685,0.0961,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48211_lp.zip
48213,Henderson,True,202503,108484,0.074,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48213_lp.zip
48215,Hidalgo,True,202508,328333,0.0033,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48215_lp.zip
48217,Hill,True,202503,39355,0.0035,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48217_lp.zip
48219,Hockley,True,202503,17242,0.0278,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48219_lp.zip
48221,Hood,True,202503,51275,0.0057,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48221_lp.zip
48223,Hopkins,True,202509,25152,0.0041,,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48223_lp.zip
48225,Houston,True,202505,26611,0.016,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48225_lp.zip
48227,Howard,True,202503,20654,0.0332,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48227_lp.zip
48229,Hudspeth,True,202503,23954,0.0799,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48229_lp.zip
48231,Hunt,True,202503,69737,0.0001,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48231_lp.zip
48233,Hutchinson,True,202505,18939,0.0629,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48233_lp.zip
48235,Irion,True,202505,3625,0.1192,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48235_lp.zip
48237,Jack,True,202505,11870,0.0426,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48237_lp.zip
48239,Jackson,True,202507,18454,0.0015,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48239_lp.zip
48241,Jasper,True,202503,37137,0.1456,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48241_lp.zip
48243,Jeff Davis,True,202505,7176,0.1019,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48243_lp.zip
48245,Jefferson,True,202507,122202,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48245_lp.zip
48247,Jim Hogg,True,202505,4442,0.1569,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48247_lp.zip
48249,Jim Wells,True,202503,27944,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48249_lp.zip
48251,Johnson,True,202508,101852,0.0117,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48251_lp.zip
48253,Jones,True,202508,27732,0.1175,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48253_lp.zip
48255,Karnes,True,202505,14453,0.0536,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48255_lp.zip
48257,Kaufman,True,202503,94680,0.0027,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48257_lp.zip
48259,Kendall,True,202503,30388,0.0372,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48259_lp.zip
48261,Kenedy,True,202503,538,0.0019,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48261_lp.zip
48263,Kent,True,202505,3598,0.0131,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48263_lp.zip
48265,Kerr,True,202503,36913,0.0094,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48265_lp.zip
48267,Kimble,True,202503,9556,0.0408,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48267_lp.zip
48269,King,True,202505,2326,0.0701,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48269_lp.zip
48271,Kinney,True,202503,11010,0.0277,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48271_lp.zip
48273,Kleberg,True,202508,14911,0.0025,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48273_lp.zip
48275,Knox,True,202503,6408,0.1428,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48275_lp.zip
48277,Lamar,True,202503,36246,0.0094,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48277_lp.zip
48279,Lamb,True,202503,13871,0.0848,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48279_lp.zip
48281,Lampasas,True,202503,16541,0.0679,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48281_lp.zip
48283,La Salle,True,202503,10341,0.1837,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48283_lp.zip
48285,Lavaca,True,202503,19767,0.0055,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48285_lp.zip
48287,Lee,True,202503,16091,0.0291,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48287_lp.zip
48289,Leon,True,202505,27573,0.0549,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48289_lp.zip
48291,Liberty,True,202503,164178,0.01,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48291_lp.zip
48293,Limestone,True,202509,21727,0.0,,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48293_lp.zip
48295,Lipscomb,True,202508,11030,0.3765,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48295_lp.zip
48297,Live Oak,True,202503,16840,0.0891,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48297_lp.zip
48299,Llano,True,202503,38879,0.0055,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48299_lp.zip
48301,Loving,True,202505,1918,0.0188,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48301_lp.zip
48303,Lubbock,True,202507,135112,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48303_lp.zip
48305,Lynn,True,202505,7334,0.0394,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48305_lp.zip
48307,McCulloch,True,202505,10782,0.051,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48307_lp.zip
48309,McLennan,True,202503,115362,0.001,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48309_lp.zip
48311,McMullen,True,202503,4188,0.0903,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48311_lp.zip
48313,Madison,True,202503,10308,0.0055,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48313_lp.zip
48315,Marion,True,202503,19841,0.0751,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48315_lp.zip
48317,Martin,True,202505,7256,0.0364,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48317_lp.zip
48319,Mason,True,202503,9096,0.0231,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48319_lp.zip
48321,Matagorda,True,202507,37215,0.0283,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48321_lp.zip
48323,Maverick,True,202507,26048,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48323_lp.zip
48325,Medina,True,202503,44330,0.0071,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48325_lp.zip
48327,Menard,True,202505,5708,0.0032,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48327_lp.zip
48329,Midland,True,202507,75646,0.0356,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48329_lp.zip
48331,Milam,True,202503,20992,0.0019,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48331_lp.zip
48333,Mills,True,202503,9026,0.0211,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48333_lp.zip
